Y_axis	Uave	R11	R21	R22	R31	R32	R33
0	2.02158724130735e-14	1.58929224627406e-34	0	0	-2.34612651941207e-37	0	2.86280736583288e-34
0.0128205128205128	4.62970439887741	2.55318631111002	-0.0719406664720606	0.0116858041103947	-0.00116674956159912	1.48901629575994e-05	0.335506422802202
0.0256410256410256	9.25940879775481	6.06532974412736	-0.314242333951880	0.0738649798060118	-0.00363533781350163	0.000160160559227715	0.672166087544447
0.0384615384615385	11.9173300243736	7.12131091386197	-0.522569287453850	0.178115273519344	-0.00387289054754761	0.000221718779882782	0.905573007858938
0.0512820512820513	12.6189936157194	6.80037532976766	-0.641488109150634	0.297578149238885	-0.00295153423713343	0.000125220709499183	1.05368256181864
0.0641025641025641	13.1632461799004	6.06335986885426	-0.698786488554969	0.411552872140068	-0.00237850870033127	2.24290205985061e-05	1.13699929487676
0.0769230769230769	13.6079329037881	5.30855837137833	-0.722557522725076	0.508972280439668	-0.00222343367479212	-0.000187021844464903	1.18078081888051
0.0897435897435897	13.9839101716595	4.64761981295131	-0.727502250861785	0.586215991732233	-0.00201946354715755	-0.000400679357804113	1.20098765638206
0.102564102564103	14.3095964951339	4.10070356120778	-0.721106536794575	0.642984603391980	-0.00109222752124452	-0.000405165471985109	1.20485568425774
0.115384615384615	14.5968721918568	3.65203569165133	-0.708231418254010	0.682275709632148	0.000215667421151259	-0.000249096978565648	1.19748182003967
0.128205128205128	14.8538490593149	3.29034253495023	-0.691131892051436	0.705951821838114	0.00165902597113225	-0.000158248686451336	1.18149238447654
0.141025641025641	15.0863129124962	2.99472326984459	-0.671464877790549	0.717708118156875	0.00242969989595591	-0.000213834774346776	1.15877923014986
0.153846153846154	15.2985357832026	2.75027626149743	-0.650147476043007	0.720241886319622	0.00254031896912056	-0.000431852246091104	1.13055657487028
0.166666666666667	15.4937618994795	2.54451046321923	-0.627746266648813	0.715814751522449	0.00239273669972910	-0.000739428277804451	1.09835936142932
0.179487179487180	15.6745130510740	2.36890041963259	-0.604686917735289	0.706176846104697	0.00247795636743771	-0.000998222790477437	1.06299185955670
0.192307692307692	15.8427883473836	2.21700968782705	-0.581317379866460	0.692721942221070	0.00329339805234528	-0.00118180831736123	1.02552733834858
0.205128205128205	16.0001993745484	2.08346464778751	-0.557861168108008	0.676609752263788	0.00440650868485797	-0.00127958644291639	0.986838841981482
0.217948717948718	16.1480643058080	1.96442260907189	-0.534361597039207	0.658732137278785	0.00530145134650920	-0.00123514682538090	0.947517161443136
0.230769230769231	16.2874750712713	1.85633111633884	-0.510698181323689	0.639716017671110	0.00578980398355917	-0.00104565501341621	0.908199308692873
0.243589743589744	16.4193463426622	1.75637249024882	-0.486859538637551	0.620060938455729	0.00567069974980026	-0.000791282320079112	0.868961238113809
0.256410256410256	16.5444519387294	1.66321412006990	-0.462952427344081	0.600200585083007	0.00513155886253667	-0.000590672532817562	0.829801677897083
0.269230769230769	16.6634523391427	1.57585887163774	-0.438986748454110	0.580464134594770	0.00435427179238011	-0.000482790392660534	0.791317056754119
0.282051282051282	16.7769157919107	1.49286731007311	-0.414937212265865	0.561021142751886	0.00356252259100811	-0.000394942507551348	0.753765117380901
0.294871794871795	16.8853347250103	1.41374450794726	-0.390821678548595	0.541998749993583	0.00294810316271413	-0.000298438302657048	0.717223051661123
0.307692307692308	16.9891386626171	1.33827429219227	-0.366640542640055	0.523609764980356	0.00252541451384627	-0.000204327473473947	0.681857724003177
0.320512820512821	17.0887045029104	1.26546480828096	-0.342410696438685	0.505917888020252	0.00208207179421299	-0.000119491559872157	0.647721795786523
0.333333333333333	17.1843647788940	1.19524975668195	-0.318144412822037	0.489022041183828	0.00161674883879053	-6.24368061813440e-05	0.615075748371339
0.346153846153846	17.2764143593400	1.12783265580379	-0.293896446761120	0.473143753725792	0.00128090421181320	-3.71855590917301e-05	0.584171185228198
0.358974358974359	17.3651159304885	1.06292086605941	-0.269715983737089	0.458313387151633	0.00113239983142319	-3.52640064065065e-05	0.554654839427306
0.371794871794872	17.4507045153940	1.00099885056976	-0.245616432384373	0.444775743360349	0.00116603442121090	-6.93433347060381e-05	0.526790978691758
0.384615384615385	17.5333912267981	0.942066163782797	-0.221573663887001	0.432466392751358	0.00130554710616747	-0.000136780737468042	0.500797423617855
0.397435897435897	17.6133664044152	0.886349143969946	-0.197589611894240	0.421437918025157	0.00150050410288236	-0.000225465989356141	0.477010862896405
0.410256410256410	17.6908022539629	0.834496220313041	-0.173655739432081	0.411709434141207	0.00169681433187439	-0.000288994725229405	0.455738653511594
0.423076923076923	17.7658550799794	0.787056554167262	-0.149776865149601	0.403204985502837	0.00187219408469446	-0.000294429681301574	0.436898069161900
0.435897435897436	17.8386671852225	0.745268871732407	-0.125950070009317	0.396057470135212	0.00202968967888743	-0.000242341793509321	0.420638064201986
0.448717948717949	17.9093684946695	0.709120908796021	-0.102155125993557	0.390105698191702	0.00211607752843483	-0.000177969711894134	0.406726673799829
0.461538461538462	17.9780779506858	0.680201649929999	-0.0784264999595343	0.385509497587549	0.00204105177610137	-0.000129449706466795	0.395775240856696
0.474358974358974	18.0449047169983	0.657777337200736	-0.0547905004698921	0.382028982115245	0.00185933342251196	-9.31010243982519e-05	0.387502251581067
0.487179487179487	18.1099492220767	0.643592460790248	-0.0312505142693358	0.379875196935621	0.00167861307220012	-5.85360350611359e-05	0.382492350264110
0.500000000000000	18.1733040669627	0.636499916894069	-0.00775729322488320	0.378806284577815	0.00157892196918182	-1.58062925895375e-05	0.380044456579151
0.512820512820513	18.1099492220767	0.643592460790248	0.00775729322488320	0.379875196935621	0.00167861307220012	-5.85360350611359e-05	0.382492350264110
0.525641025641026	18.0449047169983	0.657777337200736	0.0312505142693358	0.382028982115245	0.00185933342251196	-9.31010243982519e-05	0.387502251581067
0.538461538461538	17.9780779506858	0.680201649929999	0.0547905004698921	0.385509497587549	0.00204105177610137	-0.000129449706466795	0.395775240856696
0.551282051282051	17.9093684946695	0.709120908796021	0.0784264999595343	0.390105698191702	0.00211607752843483	-0.000177969711894134	0.406726673799829
0.564102564102564	17.8386671852225	0.745268871732407	0.102155125993557	0.396057470135212	0.00202968967888743	-0.000242341793509321	0.420638064201986
0.576923076923077	17.7658550799794	0.787056554167262	0.125950070009317	0.403204985502837	0.00187219408469446	-0.000294429681301574	0.436898069161900
0.589743589743590	17.6908022539629	0.834496220313041	0.149776865149601	0.411709434141207	0.00169681433187439	-0.000288994725229405	0.455738653511594
0.602564102564103	17.6133664044152	0.886349143969946	0.173655739432081	0.421437918025157	0.00150050410288236	-0.000225465989356141	0.477010862896405
0.615384615384615	17.5333912267981	0.942066163782797	0.197589611894240	0.432466392751358	0.00130554710616747	-0.000136780737468042	0.500797423617855
0.628205128205128	17.4507045153940	1.00099885056976	0.221573663887001	0.444775743360349	0.00116603442121090	-6.93433347060381e-05	0.526790978691758
0.641025641025641	17.3651159304885	1.06292086605941	0.245616432384373	0.458313387151633	0.00113239983142319	-3.52640064065065e-05	0.554654839427306
0.653846153846154	17.2764143593400	1.12783265580379	0.269715983737089	0.473143753725792	0.00128090421181320	-3.71855590917301e-05	0.584171185228198
0.666666666666667	17.1843647788940	1.19524975668195	0.293896446761120	0.489022041183828	0.00161674883879053	-6.24368061813440e-05	0.615075748371339
0.679487179487180	17.0887045029104	1.26546480828096	0.318144412822037	0.505917888020252	0.00208207179421299	-0.000119491559872157	0.647721795786523
0.692307692307692	16.9891386626171	1.33827429219227	0.342410696438685	0.523609764980356	0.00252541451384627	-0.000204327473473947	0.681857724003177
0.705128205128205	16.8853347250103	1.41374450794726	0.366640542640055	0.541998749993583	0.00294810316271413	-0.000298438302657048	0.717223051661123
0.717948717948718	16.7769157919107	1.49286731007311	0.390821678548595	0.561021142751886	0.00356252259100811	-0.000394942507551348	0.753765117380901
0.730769230769231	16.6634523391427	1.57585887163774	0.414937212265865	0.580464134594770	0.00435427179238011	-0.000482790392660534	0.791317056754119
0.743589743589744	16.5444519387294	1.66321412006990	0.438986748454110	0.600200585083007	0.00513155886253667	-0.000590672532817562	0.829801677897083
0.756410256410256	16.4193463426622	1.75637249024882	0.462952427344081	0.620060938455729	0.00567069974980026	-0.000791282320079112	0.868961238113809
0.769230769230769	16.2874750712713	1.85633111633884	0.486859538637551	0.639716017671110	0.00578980398355917	-0.00104565501341621	0.908199308692873
0.782051282051282	16.1480643058080	1.96442260907189	0.510698181323689	0.658732137278785	0.00530145134650920	-0.00123514682538090	0.947517161443136
0.794871794871795	16.0001993745484	2.08346464778751	0.534361597039207	0.676609752263788	0.00440650868485797	-0.00127958644291639	0.986838841981482
0.807692307692308	15.8427883473836	2.21700968782705	0.557861168108008	0.692721942221070	0.00329339805234528	-0.00118180831736123	1.02552733834858
0.820512820512821	15.6745130510740	2.36890041963259	0.581317379866460	0.706176846104697	0.00247795636743771	-0.000998222790477437	1.06299185955670
0.833333333333333	15.4937618994795	2.54451046321923	0.604686917735289	0.715814751522449	0.00239273669972910	-0.000739428277804451	1.09835936142932
0.846153846153846	15.2985357832026	2.75027626149743	0.627746266648813	0.720241886319622	0.00254031896912056	-0.000431852246091104	1.13055657487028
0.858974358974359	15.0863129124962	2.99472326984459	0.650147476043007	0.717708118156875	0.00242969989595591	-0.000213834774346776	1.15877923014986
0.871794871794872	14.8538490593149	3.29034253495023	0.671464877790549	0.705951821838114	0.00165902597113225	-0.000158248686451336	1.18149238447654
0.884615384615385	14.5968721918568	3.65203569165133	0.691131892051436	0.682275709632148	0.000215667421151259	-0.000249096978565648	1.19748182003967
0.897435897435898	14.3095964951339	4.10070356120778	0.708231418254010	0.642984603391980	-0.00109222752124452	-0.000405165471985109	1.20485568425774
0.910256410256410	13.9839101716595	4.64761981295131	0.721106536794575	0.586215991732233	-0.00201946354715755	-0.000400679357804113	1.20098765638206
0.923076923076923	13.6079329037881	5.30855837137833	0.727502250861785	0.508972280439668	-0.00222343367479212	-0.000187021844464903	1.18078081888051
0.935897435897436	13.1632461799004	6.06335986885426	0.722557522725076	0.411552872140068	-0.00237850870033127	2.24290205985061e-05	1.13699929487676
0.948717948717949	12.6189936157194	6.80037532976766	0.698786488554969	0.297578149238885	-0.00295153423713343	0.000125220709499183	1.05368256181864
0.961538461538462	11.9173300243736	7.12131091386197	0.641488109150634	0.178115273519344	-0.00387289054754761	0.000221718779882782	0.905573007858938
0.974358974358974	9.25940879775481	6.06532974412736	0.522569287453850	0.0738649798060118	-0.00363533781350163	0.000160160559227715	0.672166087544447
0.987179487179487	4.62970439887741	2.55318631111002	0.314242333951880	0.0116858041103947	-0.00116674956159912	1.48901629575994e-05	0.335506422802202
1	2.02158724130735e-14	1.58929224627406e-34	0.0719406664720606	0	-2.34612651941207e-37	0	2.86280736583288e-34
0	0	0	0	0	0	0	0
